,Property_name,Location,Rating,Review,Type_of_stay,Stay_duration_and_group_size,price,Taxes_and_charges_inr
131,Alibaba’s Indiana Homestay,"Taj Ganj, Agra",9.5,Exceptional,"1×Budget Double Room2 beds (1 single, 1 double)Free cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹57,375","6,885"
132,Hotel Taj Niwas,"Taj Ganj, Agra",8.2,Very good,"1×Standard Triple Room2 beds (1 double, 1 futon)No prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹24,360","2,923"
133,Zipcode Stay,Agra,9.4,Superb,1×Deluxe Queen Room1 double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹28,600","3,432"
134,Mayur Villa,Agra,9.5,Exceptional,1×Deluxe Room1 double bedFree cancellation,"5 nights, 9 adults, 1 child","₹55,000","6,600"
135,"Aman Homestay, A Boutique Hotel",Agra,9.2,,2×Deluxe Double Room2 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹109,107","13,093"
136,Sunrise Homestay Agra-Rooftop View Taj Mahal,Agra,9.1,Superb,5×Superior Double Room5 extra-large double bedsFree stay for your childFree cancellation,"5 nights, 9 adults, 1 child","₹44,400","5,328"
137,Pearl of Taj Home Stay,Agra,8.5,Very good,"5×Deluxe Double Room with Balcony (Early check-in and late check-out, subject to availability)5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹57,375","6,885"
138,Grand New My Hotel Agra With Air Conditioner,Agra,8.4,Very good,1×Deluxe Queen Room with Two Queen Beds2 double bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹21,500","2,580"
139,The Coral House Homestay by the Taj,Agra,9.3,,1×Deluxe Double Room1 extra-large double bedFree stay for your child,"5 nights, 9 adults, 1 child","₹67,911","8,149"
140,The Coral Court Homestay,Agra,9.4,,1×Deluxe Double Room1 extra-large double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹81,205","9,745"
141,Taj Castle A Boutique Homestay,"Rakabganj, Agra",8.6,Fabulous,1×Budget Double Room1 single bedFree stay for your childFree cancellation,"5 nights, 9 adults, 1 child","₹33,750","4,050"
142,Premium Taj Homestay,"Taj Ganj, Agra",8.2,Very good,4×Deluxe Room4 extra-large double beds,"5 nights, 9 adults, 1 child","₹15,287","1,834"
143,Taj Nice Point Manage by Taj Sunrise Group,"Taj Ganj, Agra",8.6,Fabulous,"1×Deluxe Family Room2 beds (1 single, 1 extra-large double)Free cancellation","5 nights, 9 adults, 1 child","₹30,294","3,635"
144,Taj Classic Agra,Agra,8.7,Fabulous,5×Double Room with Private Bathroom5 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹31,609","3,793"
145,The Hideout Agra Homestay near Taj,"Taj Ganj, Agra",8.2,Very good,"1×Deluxe Triple Room2 beds (1 extra-large double, 1 sofa bed)","5 nights, 9 adults, 1 child","₹37,989","4,559"
146,Taran Bliss Home stay Agra- Near Taj Mahal,Agra,9.1,Superb,4×Deluxe Double Room (2 Adults + 1 Child)4 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹38,700","4,644"
147,Shiv Kothi - Homestay,Agra,9.2,Superb,1×Twin Room2 single bedsFree cancellation,"5 nights, 9 adults, 1 child","₹69,200","8,304"
148,Royal Taj Twin Palace,Agra,9.1,Superb,1×Standard Double Room1 extra-large double bedFree cancellation,"5 nights, 9 adults, 1 child","₹25,200","3,024"
149,Anukampa Paying Guest House,Agra,9.0,Superb,2×Double or Twin Room with BalconyChoice of beds: singles or large doubleFree cancellation,"5 nights, 9 adults, 1 child","₹48,750","5,850"
150,Hotel NP Palace,Agra,7.0,Good,,"5 nights, 10 adults","₹9,900","1,188"
151,AGRA HOTEL VIREN SOFYTEL - Near Taj Mahal And Park# - Free Wi-fi And Parking Facilities - A Premium Hotel In Agra,"Taj Ganj, Agra",,,2×Deluxe King Room2 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹11,250","1,350"
152,Hotel AN Palace,Agra,,,5×Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹25,500","3,060"
153,Hari Kripa,Agra,,,,"5 nights, 10 adults","₹6,000",720
154,BR Residency,Agra,,,,"5 nights, 10 adults","₹6,000",720
155,COZY NEST Homestay & Rooftop Cafe,Agra,,,5×Deluxe Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹17,980","2,158"
156,Taj City Hotel,"Taj Ganj, Agra",6.0,Review score,"3×Mixed Dormitory Room3 shared dormitory rooms15 beds (3 singles, 12 bunk beds) • Cot always availableFree cancellation","5 nights, 10 adults","₹11,250","1,350"
157,Hotel Rashmi,Agra,6.2,Review score,1×Standard Double Room1 double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹14,981","1,798"
158,Hotel Ganga Palace - Agra,"Taj Ganj, Agra",8.2,Very good,"1×Family Room2 beds (1 single, 1 double)Free cancellationNo prepayment needed– pay at the property","5 nights, 10 adults","₹25,275","3,033"
159,Holiday Inn Agra MG Road an IHG Hotel,"Sanjay Place, Agra",8.4,,4×Standard Room with Two Single Beds8 single beds,"5 nights, 10 adults","₹83,989","10,079"
160,AGRA HOTEL# PRASHANT PALACE - Near Taj Mahal -Free Wi-fi And Parking Facilities - A Top Premium Hotel In Agra,Agra,,,1×Deluxe Quadruple Room2 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹21,985","2,638"
161,Hotel NoVo Agra - Near Taj Mahal,Agra,7.8,Good,2×Standard Double Room with Fan2 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹13,917","1,670"
162,Hotel Whitehouse AC Family ROOM,"Rakabganj, Agra",4.2,Review score,4×Double Room with Private Bathroom4 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹11,628","1,395"
163,Hotel Sahibs Light - With Swimming Pool,Agra,8.8,Fabulous,5×Double Room5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹42,479","5,097"
164,Basil Inn Home Stay Walking Distance From Taj Mahal Agra,Agra,8.0,Very good,2×Budget Double Room2 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹16,980","2,038"
165,Hotel Wonderstar Affordable Stay Near Tajmahal - Inhouse Parking with Free 5g internet,"Taj Ganj, Agra",5.5,Review score,4×Double Room with Private Bathroom4 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹12,825","1,539"
166,The Grand Imperial - Heritage Hotel,"Rakabganj, Agra",8.0,,5×Deluxe Garden View Room5 double bedsFree cancellation,"5 nights, 10 adults","₹84,375","10,125"
167,Premium Taj Homestay,"Taj Ganj, Agra",8.2,Very good,4×Deluxe Room4 extra-large double beds,"5 nights, 10 adults","₹15,287","1,834"
168,The Hosteller Agra,Agra,7.8,Good,2×Bed in 6-Bed Mixed Dormitory Room2 beds in dormitories2 bunk bedsFree cancellation,"5 nights, 10 adults","₹20,155","2,419"
169,Hotel Urban Home,Agra,,,4×Double Room with Private Bathroom4 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹11,850","1,422"
170,Hotel Agra Grande By Goyal Hoteliers,"Taj Ganj, Agra",7.0,Good,2×Deluxe Twin Room4 single bedsFree cancellation,"5 nights, 10 adults","₹36,000","4,320"
171,Joey's Hostel Agra,"Taj Ganj, Agra",8.2,,10×Bed in 8-Bed Mixed Dormitory Room10 beds in dormitories10 single bedsFree cancellation,"5 nights, 10 adults","₹25,463","3,056"
172,"Taj Hotel & Convention Centre, Agra",Agra,8.5,,4×Superior Room Twin Bed8 single bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹152,800","23,520"
173,Taj Rama Manage By Taj Sunrise Group,"Taj Ganj, Agra",8.1,Very good,"1×Deluxe Family Room2 beds (1 single, 1 extra-large double)Free cancellationNo prepayment needed– pay at the property","5 nights, 10 adults","₹21,409","2,569"
174,Max Guest House,"Taj Ganj, Agra",9.1,,2×Standard Double RoomChoice of beds: large double or singlesFree cancellation,"5 nights, 10 adults","₹28,600","3,432"
175,Hotel NP Palace,Agra,7.0,Good,,"5 nights, 6 adults, 4 children","₹9,900","1,188"
176,AGRA HOTEL VIREN SOFYTEL - Near Taj Mahal And Park# - Free Wi-fi And Parking Facilities - A Premium Hotel In Agra,"Taj Ganj, Agra",,,4×Deluxe King Room4 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹9,653","1,158"
177,COZY NEST Homestay & Rooftop Cafe,Agra,,,5×Deluxe Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹17,980","2,158"
178,Hari Kripa,Agra,,,2×Triple Room24 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹37,800","4,536"
179,Holiday Inn Agra MG Road an IHG Hotel,"Sanjay Place, Agra",8.4,,4×Standard Room with Two Single Beds8 single bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹70,879","8,506"
180,Courtyard by Marriott Agra,"Taj Ganj, Agra",8.3,,"4×Deluxe Twin Room with 15% discount on food, beverages and spa | 1+1 on Select Alcoholic Beverages (6:00PM to 8:00PM at Onyx Bar)8 single bedsFree cancellation","5 nights, 6 adults, 4 children","₹96,000","11,520"
181,"Taj Hotel & Convention Centre, Agra",Agra,8.5,,1×Superior Room King Bed1 extra-large double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹130,300","15,636"
182,Hotel Rashmi,Agra,6.2,Review score,1×Family Room with Private Bathroom2 single bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹15,580","1,870"
183,AGRA HOTEL# PRASHANT PALACE - Near Taj Mahal -Free Wi-fi And Parking Facilities - A Top Premium Hotel In Agra,Agra,,,4×Deluxe King Room4 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹19,481","2,338"
184,"ITC Mughal, A Luxury Collection Resort & Spa, Agra","Taj Ganj, Agra",8.3,,4×Mughal Room with Garden view4 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹144,000","25,920"
185,Taj City Hotel,"Taj Ganj, Agra",6.0,Review score,"4×Mixed Dormitory Room4 shared dormitory rooms20 beds (4 singles, 16 bunk beds) • Cot always availableFree cancellation","5 nights, 6 adults, 4 children","₹15,000","1,800"
186,Sky INN,Agra,,,5×Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹37,500","4,500"
187,The Grand Imperial - Heritage Hotel,"Rakabganj, Agra",8.0,,5×Deluxe Garden View Room5 double bedsFree cancellation,"5 nights, 6 adults, 4 children","₹82,500","9,900"
188,Hotel Taj Resorts,Agra,7.6,,5×Executive Double with 10% discount on food & beverages5 double bedsFree cancellation,"5 nights, 6 adults, 4 children","₹73,114","8,774"
189,Hotel Ganga Palace - Agra,"Taj Ganj, Agra",8.2,Very good,4×Deluxe Double Room4 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹25,774","3,093"
190,Hotel Sahibs Light - With Swimming Pool,Agra,8.8,Fabulous,5×Double Room5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹42,479","5,097"
191,Taj Haveli Hotel Agra - Walkable Distance From Taj Mahal,Agra,6.2,Review score,4×Standard Double Room4 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹28,350","3,402"
192,Fairfield by Marriott Agra,Agra,8.1,Very good,1×Deluxe King Room with City View & 20% off on Food & Beverages and 2 pieces of ironing daily1 extra-large double bed,"5 nights, 6 adults, 4 children","₹94,880","11,386"
193,Taj Nice Point Manage by Taj Sunrise Group,"Taj Ganj, Agra",8.6,Fabulous,"1×Deluxe Family Room2 beds (1 single, 1 extra-large double)Free cancellation","5 nights, 6 adults, 4 children","₹30,294","3,635"
194,The Orchid Retreat,Agra,9.4,Superb,4×Double Room with Garden View4 extra-large double beds,"5 nights, 6 adults, 4 children","₹30,780","3,694"
195,Hotel Urban Home,Agra,,,4×Double Room with Private Bathroom4 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹11,850","1,422"
196,The Hideout Agra Homestay near Taj,"Taj Ganj, Agra",8.2,Very good,1×Deluxe Double Room1 extra-large double bed,"5 nights, 6 adults, 4 children","₹41,785","5,014"
197,Premium Taj Homestay,"Taj Ganj, Agra",8.2,Very good,4×Deluxe Room4 extra-large double beds,"5 nights, 6 adults, 4 children","₹15,287","1,834"
198,Hotel Wonderstar Affordable Stay Near Tajmahal - Inhouse Parking with Free 5g internet,"Taj Ganj, Agra",5.5,Review score,4×Double Room with Private Bathroom4 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹14,250","1,710"
199,Hotel Whitehouse AC Family ROOM,"Rakabganj, Agra",4.2,Review score,4×Double Room with Private Bathroom4 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹9,166","1,100"
200,Hotel NP Palace,Agra,7.0,Good,,"5 nights, 8 adults, 2 children","₹9,900","1,188"
201,Holiday Inn Agra MG Road an IHG Hotel,"Sanjay Place, Agra",8.4,,5×Standard Room with Two Single Beds10 single bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹88,599","10,632"
202,"Taj Hotel & Convention Centre, Agra",Agra,8.5,,1×Superior Room King Bed1 extra-large double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹161,000","19,320"
203,COZY NEST Homestay & Rooftop Cafe,Agra,,,5×Deluxe Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹17,980","2,158"
204,Hari Kripa,Agra,,,2×Triple Room24 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹37,800","4,536"
205,Hotel NoVo Agra - Near Taj Mahal,Agra,7.8,Good,5×Standard Double Room with Fan5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹11,117","1,334"
206,Hotel Taj Resorts,Agra,7.6,,5×Executive Double with 10% discount on food & beverages5 double bedsFree cancellation,"5 nights, 8 adults, 2 children","₹73,114","8,774"
207,AGRA HOTEL VIREN SOFYTEL - Near Taj Mahal And Park# - Free Wi-fi And Parking Facilities - A Premium Hotel In Agra,"Taj Ganj, Agra",,,5×Deluxe King Room5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹11,880","1,426"
208,The Grand Imperial - Heritage Hotel,"Rakabganj, Agra",8.0,,5×Deluxe Garden View Room5 double bedsFree cancellation,"5 nights, 8 adults, 2 children","₹82,500","9,900"
209,Hotel Rashmi,Agra,6.2,Review score,5×Standard Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹16,180","1,942"
210,Courtyard by Marriott Agra,"Taj Ganj, Agra",8.3,,"5×Deluxe Twin Room with 15% discount on food, beverages and spa | 1+1 on Select Alcoholic Beverages (6:00PM to 8:00PM at Onyx Bar)10 single bedsFree cancellation","5 nights, 8 adults, 2 children","₹112,500","13,500"
211,Max Guest House,"Taj Ganj, Agra",9.1,,1×Deluxe Double Room with BalconyMultiple bed typesFree cancellation,"5 nights, 8 adults, 2 children","₹31,900","3,828"
212,The Orchid Retreat,Agra,9.4,Superb,4×Double Room with Garden View4 extra-large double beds,"5 nights, 8 adults, 2 children","₹32,148","3,858"
213,"ITC Mughal, A Luxury Collection Resort & Spa, Agra","Taj Ganj, Agra",8.3,,5×Mughal Room with Garden view5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹180,000","32,400"
214,Hotel Whitehouse AC Family ROOM,"Rakabganj, Agra",4.2,Review score,5×Double Room with Private Bathroom5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹10,854","1,302"
215,Hotel Wonderstar Affordable Stay Near Tajmahal - Inhouse Parking with Free 5g internet,"Taj Ganj, Agra",5.5,Review score,5×Double Room with Private Bathroom5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹15,188","1,823"
216,Hotel Urban Home,Agra,,,5×Double Room with Private Bathroom5 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹14,033","1,684"
217,Joey's Hostel Agra,"Taj Ganj, Agra",8.2,,1×Deluxe Double Room1 large double bedFree cancellation,"5 nights, 8 adults, 2 children","₹29,291","3,515"
218,Hotel Taj Way by Jyoti Villa,Agra,8.9,Fabulous,5×Deluxe Double Room (2 Adults + 1 Child)5 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹46,575","5,589"
219,Fairfield by Marriott Agra,Agra,8.1,Very good,1×Deluxe Twin Room with City View & 20% off on Food & Beverages and 2 pieces of ironing daily2 single beds,"5 nights, 8 adults, 2 children","₹93,250","11,190"
220,"Treebo Empire Red Carpet, Near Taj Mahal","Taj Ganj, Agra",5.3,Review score,5×Standard Room5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹31,367","3,764"
221,Hotel Sahibs City Star - Near Taj Mahal,"Taj Ganj, Agra",9.1,Superb,5×Deluxe Double Room with Bath5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 8 adults, 2 children","₹49,975","5,997"
